llm_call_id,simulation_time_s,involved_vessels,prompt_data,llm_response_json
16,39.66,"Red (ID: 125921806083728), Unknown (ID: 125921806402432)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 125921806083728, position: (424.5, 507.4) px, heading: 40.8°, speed: 56.1 km/h
  Other vessels:
    - id: 125921806402432, pos: (400.0,630.5) px, heading: 0.0°, speed: 83.7 km/h, dist: 0.125 km, relBearing: 150.4°
- id: 125921806402432, position: (400.0, 630.5) px, heading: 0.0°, speed: 83.7 km/h
  Other vessels:
    - id: 125921806083728, pos: (424.5,507.4) px, heading: 40.8°, speed: 56.1 km/h, dist: 0.125 km, relBearing: 11.2°","[{""id"": 125921806083728, ""situation"": ""Overtaking"", ""role"": ""Give-way"", ""action"": ""Alter course to starboard""}, {""id"": 125921806402432, ""situation"": ""Overtaking"", ""role"": ""Stand-on"", ""action"": ""Maintain course and speed""}]"
1,2.64,"Red (ID: 126817908157776), Unknown (ID: 126817907744240)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 126817908157776, position: (400.0, 553.0) px, heading: 0.0°, speed: 19.2 km/h
  Other vessels:
    - id: 126817907744240, pos: (400.0,709.5) px, heading: 0.0°, speed: 28.6 km/h, dist: 0.157 km, relBearing: 180.0°
- id: 126817907744240, position: (400.0, 709.5) px, heading: 0.0°, speed: 28.6 km/h
  Other vessels:
    - id: 126817908157776, pos: (400.0,553.0) px, heading: 0.0°, speed: 19.2 km/h, dist: 0.157 km, relBearing: 0.0°","[{""id"": ""126817908157776"", ""situation"": ""Head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}, {""id"": ""126817907744240"", ""situation"": ""Head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}]"
2,3.65,"Red (ID: 126817908157776), Unknown (ID: 126817907744240)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 126817908157776, position: (400.6, 546.6) px, heading: 10.1°, speed: 26.5 km/h
  Other vessels:
    - id: 126817907744240, pos: (400.9,700.0) px, heading: 10.1°, speed: 39.6 km/h, dist: 0.153 km, relBearing: 169.8°
- id: 126817907744240, position: (400.9, 700.0) px, heading: 10.1°, speed: 39.6 km/h
  Other vessels:
    - id: 126817908157776, pos: (400.6,546.6) px, heading: 10.1°, speed: 26.5 km/h, dist: 0.153 km, relBearing: 349.8°","[
  {
    ""id"": 126817908157776,
    ""situation"": ""Head-on or nearly head-on situation (vessels on reciprocal courses)"",
    ""role"": ""Both vessels are give-way vessels"",
    ""action"": ""Alter course to starboard to pass port-to-port""
  },
  {
    ""id"": 126817907744240,
    ""situation"": ""Head-on or nearly head-on situation (vessels on reciprocal courses)"",
    ""role"": ""Both vessels are give-way vessels"",
    ""action"": ""Alter course to starboard to pass port-to-port""
  }
]"
3,4.65,"Red (ID: 126817908157776), Unknown (ID: 126817907744240)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 126817908157776, position: (402.8, 538.5) px, heading: 20.1°, speed: 33.9 km/h
  Other vessels:
    - id: 126817907744240, pos: (404.2,687.9) px, heading: 20.1°, speed: 50.5 km/h, dist: 0.149 km, relBearing: 159.3°
- id: 126817907744240, position: (404.2, 687.9) px, heading: 20.1°, speed: 50.5 km/h
  Other vessels:
    - id: 126817908157776, pos: (402.8,538.5) px, heading: 20.1°, speed: 33.9 km/h, dist: 0.149 km, relBearing: 339.3°","[
  {
    ""id"": ""126817908157776"",
    ""situation"": ""Overtaking"",
    ""role"": ""Give-way vessel"",
    ""action"": ""Keep out of the way of the vessel being overtaken. Alter course to starboard to pass at a safe distance.""
  },
  {
    ""id"": ""126817907744240"",
    ""situation"": ""Overtaking"",
    ""role"": ""Stand-on vessel"",
    ""action"": ""Maintain course and speed, while monitoring the actions of the give-way vessel.""
  }
]"
4,5.65,"Red (ID: 126817908157776), Unknown (ID: 126817907744240)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 126817908157776, position: (407.3, 529.1) px, heading: 30.1°, speed: 41.2 km/h
  Other vessels:
    - id: 126817907744240, pos: (409.6,673.2) px, heading: 20.1°, speed: 61.4 km/h, dist: 0.144 km, relBearing: 149.0°
- id: 126817907744240, position: (409.6, 673.2) px, heading: 20.1°, speed: 61.4 km/h
  Other vessels:
    - id: 126817908157776, pos: (407.3,529.1) px, heading: 30.1°, speed: 41.2 km/h, dist: 0.144 km, relBearing: 339.0°","[{""id"": 126817908157776, ""situation"": ""Crossing, target on starboard side"", ""role"": ""Give-way vessel"", ""action"": ""Take early and substantial action to keep well clear, preferably by altering course to starboard.""}, {""id"": 126817907744240, ""situation"": ""Crossing, target on port side"", ""role"": ""Stand-on vessel"", ""action"": ""Maintain course and speed. Be ready to take action if the give-way vessel does not take appropriate action.""}]"
5,6.66,"Red (ID: 126817908157776), Unknown (ID: 126817907744240)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 126817908157776, position: (413.6, 518.1) px, heading: 30.1°, speed: 48.5 km/h
  Other vessels:
    - id: 126817907744240, pos: (416.1,655.5) px, heading: 20.1°, speed: 72.5 km/h, dist: 0.137 km, relBearing: 148.9°
- id: 126817907744240, position: (416.1, 655.5) px, heading: 20.1°, speed: 72.5 km/h
  Other vessels:
    - id: 126817908157776, pos: (413.6,518.1) px, heading: 30.1°, speed: 48.5 km/h, dist: 0.137 km, relBearing: 338.9°","[{""id"": 126817908157776, ""situation"": ""Crossing"", ""role"": ""Give-way vessel"", ""action"": ""Take early and substantial action to keep well clear, preferably by altering course to starboard.""}, {""id"": 126817907744240, ""situation"": ""Crossing"", ""role"": ""Stand-on vessel"", ""action"": ""Maintain course and speed, while monitoring the situation. Be prepared to take action if the give-way vessel does not take appropriate action.""}]"
6,7.66,"Red (ID: 126817908157776), Unknown (ID: 126817907744240)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 126817908157776, position: (420.9, 505.6) px, heading: 30.1°, speed: 55.8 km/h
  Other vessels:
    - id: 126817907744240, pos: (423.5,635.2) px, heading: 20.1°, speed: 83.4 km/h, dist: 0.130 km, relBearing: 148.7°
- id: 126817907744240, position: (423.5, 635.2) px, heading: 20.1°, speed: 83.4 km/h
  Other vessels:
    - id: 126817908157776, pos: (420.9,505.6) px, heading: 30.1°, speed: 55.8 km/h, dist: 0.130 km, relBearing: 338.7°","[{""id"": 126817908157776, ""situation"": ""Crossing"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard to keep clear.""}, {""id"": 126817907744240, ""situation"": ""Crossing"", ""role"": ""Stand-on vessel"", ""action"": ""Maintain course and speed, be ready to take action if the give-way vessel does not take appropriate action.""}]"
7,8.68,"Red (ID: 126817908157776), Unknown (ID: 126817907744240)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 126817908157776, position: (430.6, 492.0) px, heading: 40.3°, speed: 63.2 km/h
  Other vessels:
    - id: 126817907744240, pos: (432.1,611.7) px, heading: 20.1°, speed: 94.4 km/h, dist: 0.120 km, relBearing: 139.0°
- id: 126817907744240, position: (432.1, 611.7) px, heading: 20.1°, speed: 94.4 km/h
  Other vessels:
    - id: 126817908157776, pos: (430.6,492.0) px, heading: 40.3°, speed: 63.2 km/h, dist: 0.120 km, relBearing: 339.1°","[
  {
    ""id"": ""126817908157776"",
    ""situation"": ""Crossing, target on starboard side"",
    ""role"": ""Give-way vessel"",
    ""action"": ""Take early and substantial action to keep well clear, preferably by altering course to starboard.""
  },
  {
    ""id"": ""126817907744240"",
    ""situation"": ""Crossing, target on port side"",
    ""role"": ""Stand-on vessel"",
    ""action"": ""Maintain course and speed, but be prepared to take action if the give-way vessel does not take appropriate action.""
  }
]"
1,2.61,"Red (ID: 139129280702480), Blue (ID: 139129280943872)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 139129280702480, position: (86.8, 400.0) px, heading: 90.0°, speed: 18.9 km/h
  Other vessels:
    - id: 139129280943872, pos: (713.2,400.0) px, heading: 270.0°, speed: 18.9 km/h, dist: 0.626 km, relBearing: 0.0°
- id: 139129280943872, position: (713.2, 400.0) px, heading: 270.0°, speed: 18.9 km/h
  Other vessels:
    - id: 139129280702480, pos: (86.8,400.0) px, heading: 90.0°, speed: 18.9 km/h, dist: 0.626 km, relBearing: 0.0°","[{""id"": 139129280702480, ""situation"": ""Head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}, {""id"": 139129280943872, ""situation"": ""Head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}]"
2,3.62,"Red (ID: 139129280702480), Blue (ID: 139129280943872)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 139129280702480, position: (93.2, 400.6) px, heading: 99.2°, speed: 26.3 km/h
  Other vessels:
    - id: 139129280943872, pos: (706.8,399.4) px, heading: 279.2°, speed: 26.3 km/h, dist: 0.614 km, relBearing: 350.7°
- id: 139129280943872, position: (706.8, 399.4) px, heading: 279.2°, speed: 26.3 km/h
  Other vessels:
    - id: 139129280702480, pos: (93.2,400.6) px, heading: 99.2°, speed: 26.3 km/h, dist: 0.614 km, relBearing: 350.7°","[
  {
    ""id"": 139129280702480,
    ""situation"": ""Head-on or nearly head-on"",
    ""role"": ""Both vessels are give-way vessels"",
    ""action"": ""Alter course to starboard""
  },
  {
    ""id"": 139129280943872,
    ""situation"": ""Head-on or nearly head-on"",
    ""role"": ""Both vessels are give-way vessels"",
    ""action"": ""Alter course to starboard""
  }
]"
3,4.63,"Red (ID: 139129280702480), Blue (ID: 139129280943872)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 139129280702480, position: (101.5, 401.9) px, heading: 99.2°, speed: 33.7 km/h
  Other vessels:
    - id: 139129280943872, pos: (698.5,398.1) px, heading: 279.1°, speed: 33.7 km/h, dist: 0.597 km, relBearing: 350.5°
- id: 139129280943872, position: (698.5, 398.1) px, heading: 279.1°, speed: 33.7 km/h
  Other vessels:
    - id: 139129280702480, pos: (101.5,401.9) px, heading: 99.2°, speed: 33.7 km/h, dist: 0.597 km, relBearing: 350.5°","[
  {
    ""id"": 139129280702480,
    ""situation"": ""Head-on or nearly head-on"",
    ""role"": ""Both vessels are give-way vessels"",
    ""action"": ""Alter course to starboard to pass port-to-port""
  },
  {
    ""id"": 139129280943872,
    ""situation"": ""Head-on or nearly head-on"",
    ""role"": ""Both vessels are give-way vessels"",
    ""action"": ""Alter course to starboard to pass port-to-port""
  }
]"
4,5.63,"Red (ID: 139129280702480), Blue (ID: 139129280943872)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 139129280702480, position: (111.8, 403.6) px, heading: 99.1°, speed: 41.0 km/h
  Other vessels:
    - id: 139129280943872, pos: (688.2,396.4) px, heading: 279.1°, speed: 41.0 km/h, dist: 0.576 km, relBearing: 350.2°
- id: 139129280943872, position: (688.2, 396.4) px, heading: 279.1°, speed: 41.0 km/h
  Other vessels:
    - id: 139129280702480, pos: (111.8,403.6) px, heading: 99.1°, speed: 41.0 km/h, dist: 0.576 km, relBearing: 350.2°","[{""id"": 139129280702480, ""situation"": ""Head-on or near head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}, {""id"": 139129280943872, ""situation"": ""Head-on or near head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}]"
5,6.64,"Red (ID: 139129280702480), Blue (ID: 139129280943872)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 139129280702480, position: (124.1, 405.6) px, heading: 99.3°, speed: 48.3 km/h
  Other vessels:
    - id: 139129280943872, pos: (675.9,394.4) px, heading: 279.2°, speed: 48.3 km/h, dist: 0.552 km, relBearing: 349.6°
- id: 139129280943872, position: (675.9, 394.4) px, heading: 279.2°, speed: 48.3 km/h
  Other vessels:
    - id: 139129280702480, pos: (124.1,405.6) px, heading: 99.3°, speed: 48.3 km/h, dist: 0.552 km, relBearing: 349.6°","[{""id"": 139129280702480, ""situation"": ""Head-on or nearly head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}, {""id"": 139129280943872, ""situation"": ""Head-on or nearly head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}]"
6,7.65,"Red (ID: 139129280702480), Blue (ID: 139129280943872)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 139129280702480, position: (138.5, 407.9) px, heading: 99.3°, speed: 55.7 km/h
  Other vessels:
    - id: 139129280943872, pos: (661.5,392.1) px, heading: 279.2°, speed: 55.7 km/h, dist: 0.523 km, relBearing: 349.0°
- id: 139129280943872, position: (661.5, 392.1) px, heading: 279.2°, speed: 55.7 km/h
  Other vessels:
    - id: 139129280702480, pos: (138.5,407.9) px, heading: 99.3°, speed: 55.7 km/h, dist: 0.523 km, relBearing: 349.0°","[{""id"": 139129280702480, ""situation"": ""Head-on or nearly head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}, {""id"": 139129280943872, ""situation"": ""Head-on or nearly head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}]"
7,8.66,"Red (ID: 139129280702480), Blue (ID: 139129280943872)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 139129280702480, position: (155.1, 410.6) px, heading: 99.3°, speed: 63.1 km/h
  Other vessels:
    - id: 139129280943872, pos: (644.9,389.4) px, heading: 279.2°, speed: 63.1 km/h, dist: 0.490 km, relBearing: 348.3°
- id: 139129280943872, position: (644.9, 389.4) px, heading: 279.2°, speed: 63.1 km/h
  Other vessels:
    - id: 139129280702480, pos: (155.1,410.6) px, heading: 99.3°, speed: 63.1 km/h, dist: 0.490 km, relBearing: 348.3°","[{""id"": 139129280702480, ""situation"": ""Head-on or nearly head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}, {""id"": 139129280943872, ""situation"": ""Head-on or nearly head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}]"
8,9.66,"Red (ID: 139129280702480), Blue (ID: 139129280943872)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 139129280702480, position: (173.2, 413.6) px, heading: 99.3°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280943872, pos: (626.8,386.4) px, heading: 279.2°, speed: 67.0 km/h, dist: 0.454 km, relBearing: 347.3°
- id: 139129280943872, position: (626.8, 386.4) px, heading: 279.2°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280702480, pos: (173.2,413.6) px, heading: 99.3°, speed: 67.0 km/h, dist: 0.454 km, relBearing: 347.3°","[{""id"": 139129280702480, ""situation"": ""Head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}, {""id"": 139129280943872, ""situation"": ""Head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}]"
9,10.68,"Red (ID: 139129280702480), Blue (ID: 139129280943872)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 139129280702480, position: (191.8, 416.6) px, heading: 99.3°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280943872, pos: (608.2,383.4) px, heading: 279.2°, speed: 67.0 km/h, dist: 0.418 km, relBearing: 346.2°
- id: 139129280943872, position: (608.2, 383.4) px, heading: 279.2°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280702480, pos: (191.8,416.6) px, heading: 99.3°, speed: 67.0 km/h, dist: 0.418 km, relBearing: 346.2°","[
  {
    ""id"": 139129280702480,
    ""situation"": ""Head-on or nearly head-on"",
    ""role"": ""Give-way vessel"",
    ""action"": ""Alter course to starboard to keep well clear.""
  },
  {
    ""id"": 139129280943872,
    ""situation"": ""Head-on or nearly head-on"",
    ""role"": ""Give-way vessel"",
    ""action"": ""Alter course to starboard to keep well clear.""
  }
]"
10,11.69,"Red (ID: 139129280702480), Blue (ID: 139129280943872)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 139129280702480, position: (210.5, 419.7) px, heading: 99.3°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280943872, pos: (589.5,380.3) px, heading: 279.2°, speed: 67.0 km/h, dist: 0.381 km, relBearing: 344.8°
- id: 139129280943872, position: (589.5, 380.3) px, heading: 279.2°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280702480, pos: (210.5,419.7) px, heading: 99.3°, speed: 67.0 km/h, dist: 0.381 km, relBearing: 344.8°","[
  {
    ""id"": 139129280702480,
    ""situation"": ""Head-on or nearly head-on"",
    ""role"": ""Both vessels are give-way vessels"",
    ""action"": ""Alter course to starboard to pass port-to-port""
  },
  {
    ""id"": 139129280943872,
    ""situation"": ""Head-on or nearly head-on"",
    ""role"": ""Both vessels are give-way vessels"",
    ""action"": ""Alter course to starboard to pass port-to-port""
  }
]"
11,12.71,"Red (ID: 139129280702480), Blue (ID: 139129280943872)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 139129280702480, position: (229.1, 422.7) px, heading: 99.3°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280943872, pos: (570.9,377.3) px, heading: 279.2°, speed: 67.0 km/h, dist: 0.345 km, relBearing: 343.2°
- id: 139129280943872, position: (570.9, 377.3) px, heading: 279.2°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280702480, pos: (229.1,422.7) px, heading: 99.3°, speed: 67.0 km/h, dist: 0.345 km, relBearing: 343.2°","[{""id"": 139129280702480, ""situation"": ""Head-on or nearly head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}, {""id"": 139129280943872, ""situation"": ""Head-on or nearly head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}]"
12,13.72,"Red (ID: 139129280702480), Blue (ID: 139129280943872)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 139129280702480, position: (247.7, 425.7) px, heading: 99.3°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280943872, pos: (552.3,374.3) px, heading: 279.3°, speed: 67.0 km/h, dist: 0.309 km, relBearing: 341.2°
- id: 139129280943872, position: (552.3, 374.3) px, heading: 279.3°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280702480, pos: (247.7,425.7) px, heading: 99.3°, speed: 67.0 km/h, dist: 0.309 km, relBearing: 341.2°","[{""id"": 139129280702480, ""situation"": ""Head-on or nearly head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}, {""id"": 139129280943872, ""situation"": ""Head-on or nearly head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}]"
13,14.72,"Red (ID: 139129280702480), Blue (ID: 139129280943872)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 139129280702480, position: (266.1, 428.7) px, heading: 99.3°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280943872, pos: (533.9,371.3) px, heading: 279.3°, speed: 67.0 km/h, dist: 0.274 km, relBearing: 338.6°
- id: 139129280943872, position: (533.9, 371.3) px, heading: 279.3°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280702480, pos: (266.1,428.7) px, heading: 99.3°, speed: 67.0 km/h, dist: 0.274 km, relBearing: 338.6°","[{""id"": 139129280702480, ""situation"": ""Head-on or nearly head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}, {""id"": 139129280943872, ""situation"": ""Head-on or nearly head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}]"
14,15.73,"Red (ID: 139129280702480), Blue (ID: 139129280943872)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 139129280702480, position: (284.7, 431.8) px, heading: 99.3°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280943872, pos: (515.3,368.2) px, heading: 279.3°, speed: 67.0 km/h, dist: 0.239 km, relBearing: 335.3°
- id: 139129280943872, position: (515.3, 368.2) px, heading: 279.3°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280702480, pos: (284.7,431.8) px, heading: 99.3°, speed: 67.0 km/h, dist: 0.239 km, relBearing: 335.3°","[
  {
    ""id"": 139129280702480,
    ""situation"": ""Head-on or nearly head-on"",
    ""role"": ""Both vessels are power-driven vessels meeting on reciprocal or nearly reciprocal courses. Both are give-way vessels."",
    ""action"": ""Alter course to starboard so as to pass on the port side of the other vessel.""
  },
  {
    ""id"": 139129280943872,
    ""situation"": ""Head-on or nearly head-on"",
    ""role"": ""Both vessels are power-driven vessels meeting on reciprocal or nearly reciprocal courses. Both are give-way vessels."",
    ""action"": ""Alter course to starboard so as to pass on the port side of the other vessel.""
  }
]"
15,16.75,"Red (ID: 139129280702480), Blue (ID: 139129280943872)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 139129280702480, position: (303.3, 434.8) px, heading: 99.3°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280943872, pos: (496.7,365.2) px, heading: 279.3°, speed: 67.0 km/h, dist: 0.205 km, relBearing: 330.9°
- id: 139129280943872, position: (496.7, 365.2) px, heading: 279.3°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280702480, pos: (303.3,434.8) px, heading: 99.3°, speed: 67.0 km/h, dist: 0.205 km, relBearing: 330.9°","[{""id"": 139129280702480, ""situation"": ""Head-on or nearly head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}, {""id"": 139129280943872, ""situation"": ""Head-on or nearly head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}]"
16,17.76,"Red (ID: 139129280702480), Blue (ID: 139129280943872)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 139129280702480, position: (321.9, 437.8) px, heading: 99.3°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280943872, pos: (478.1,362.2) px, heading: 279.3°, speed: 67.0 km/h, dist: 0.174 km, relBearing: 324.9°
- id: 139129280943872, position: (478.1, 362.2) px, heading: 279.3°, speed: 67.0 km/h
  Other vessels:
    - id: 139129280702480, pos: (321.9,437.8) px, heading: 99.3°, speed: 67.0 km/h, dist: 0.174 km, relBearing: 324.9°","[{""id"": 139129280702480, ""situation"": ""Head-on or nearly head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}, {""id"": 139129280943872, ""situation"": ""Head-on or nearly head-on"", ""role"": ""Give-way vessel"", ""action"": ""Alter course to starboard""}]"
