llm_call_id,simulation_time_s,prompt_data,llm_response_json
12,13.73,"Red (ID: 127081859232256), Blue (ID: 127081859224576)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 127081859232256, position: (249.9, 400.0) px, heading: 90.0°, speed: 67.0 km/h
  Other vessels:
    - id: 127081859224576, pos: (550.1,400.0) px, heading: 270.0°, speed: 67.0 km/h, dist: 0.300 km, relBearing: 0.0°
- id: 127081859224576, position: (550.1, 400.0) px, heading: 270.0°, speed: 67.0 km/h
  Other vessels:
    - id: 127081859232256, pos: (249.9,400.0) px, heading: 90.0°, speed: 67.0 km/h, dist: 0.300 km, relBearing: 0.0°",[]
13,14.74,"Red (ID: 127081859232256), Blue (ID: 127081859224576)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 127081859232256, position: (268.8, 400.0) px, heading: 90.0°, speed: 67.0 km/h
  Other vessels:
    - id: 127081859224576, pos: (531.2,400.0) px, heading: 270.0°, speed: 67.0 km/h, dist: 0.262 km, relBearing: 0.0°
- id: 127081859224576, position: (531.2, 400.0) px, heading: 270.0°, speed: 67.0 km/h
  Other vessels:
    - id: 127081859232256, pos: (268.8,400.0) px, heading: 90.0°, speed: 67.0 km/h, dist: 0.262 km, relBearing: 0.0°",[]
14,15.76,"Red (ID: 127081859232256), Blue (ID: 127081859224576)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 127081859232256, position: (287.7, 400.0) px, heading: 90.0°, speed: 67.0 km/h
  Other vessels:
    - id: 127081859224576, pos: (512.3,400.0) px, heading: 270.0°, speed: 67.0 km/h, dist: 0.225 km, relBearing: 0.0°
- id: 127081859224576, position: (512.3, 400.0) px, heading: 270.0°, speed: 67.0 km/h
  Other vessels:
    - id: 127081859232256, pos: (287.7,400.0) px, heading: 90.0°, speed: 67.0 km/h, dist: 0.225 km, relBearing: 0.0°",[]
15,16.77,"Red (ID: 127081859232256), Blue (ID: 127081859224576)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 127081859232256, position: (306.6, 400.0) px, heading: 90.0°, speed: 67.0 km/h
  Other vessels:
    - id: 127081859224576, pos: (493.4,400.0) px, heading: 270.0°, speed: 67.0 km/h, dist: 0.187 km, relBearing: 0.0°
- id: 127081859224576, position: (493.4, 400.0) px, heading: 270.0°, speed: 67.0 km/h
  Other vessels:
    - id: 127081859232256, pos: (306.6,400.0) px, heading: 90.0°, speed: 67.0 km/h, dist: 0.187 km, relBearing: 0.0°",[]
16,17.78,"Red (ID: 127081859232256), Blue (ID: 127081859224576)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 127081859232256, position: (325.4, 400.0) px, heading: 90.0°, speed: 67.0 km/h
  Other vessels:
    - id: 127081859224576, pos: (474.6,400.0) px, heading: 270.0°, speed: 67.0 km/h, dist: 0.149 km, relBearing: 0.0°
- id: 127081859224576, position: (474.6, 400.0) px, heading: 270.0°, speed: 67.0 km/h
  Other vessels:
    - id: 127081859232256, pos: (325.4,400.0) px, heading: 90.0°, speed: 67.0 km/h, dist: 0.149 km, relBearing: 0.0°",[]
17,18.79,"Red (ID: 127081859232256), Blue (ID: 127081859224576)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 127081859232256, position: (344.2, 400.0) px, heading: 90.0°, speed: 67.0 km/h
  Other vessels:
    - id: 127081859224576, pos: (455.8,400.0) px, heading: 270.0°, speed: 67.0 km/h, dist: 0.112 km, relBearing: 0.0°
- id: 127081859224576, position: (455.8, 400.0) px, heading: 270.0°, speed: 67.0 km/h
  Other vessels:
    - id: 127081859232256, pos: (344.2,400.0) px, heading: 90.0°, speed: 67.0 km/h, dist: 0.112 km, relBearing: 0.0°",[]
18,19.81,"Red (ID: 127081859232256), Blue (ID: 127081859224576)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 127081859232256, position: (363.1, 400.0) px, heading: 90.0°, speed: 67.0 km/h
  Other vessels:
    - id: 127081859224576, pos: (436.9,400.0) px, heading: 270.0°, speed: 67.0 km/h, dist: 0.074 km, relBearing: 0.0°
- id: 127081859224576, position: (436.9, 400.0) px, heading: 270.0°, speed: 67.0 km/h
  Other vessels:
    - id: 127081859232256, pos: (363.1,400.0) px, heading: 90.0°, speed: 67.0 km/h, dist: 0.074 km, relBearing: 0.0°",[]
1,2.60,"Red (ID: 129051517574688), Blue (ID: 129051473105296)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 129051517574688, position: (86.8, 400.0) px, heading: 90.0°, speed: 18.9 km/h
  Other vessels:
    - id: 129051473105296, pos: (713.2,400.0) px, heading: 270.0°, speed: 18.9 km/h, dist: 0.626 km, relBearing: 0.0°
- id: 129051473105296, position: (713.2, 400.0) px, heading: 270.0°, speed: 18.9 km/h
  Other vessels:
    - id: 129051517574688, pos: (86.8,400.0) px, heading: 90.0°, speed: 18.9 km/h, dist: 0.626 km, relBearing: 0.0°","[
    {
        ""id"": 129051517574688,
        ""situation"": ""head-on"",
        ""role"": ""stand-on"",
        ""action"": ""alter course to starboard to pass port-to-port""
    },
    {
        ""id"": 129051473105296,
        ""situation"": ""head-on"",
        ""role"": ""stand-on"",
        ""action"": ""alter course to starboard to pass port-to-port""
    }
]"
2,3.62,"Red (ID: 129051517574688), Blue (ID: 129051473105296)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 129051517574688, position: (93.2, 400.6) px, heading: 99.2°, speed: 26.3 km/h
  Other vessels:
    - id: 129051473105296, pos: (706.8,399.4) px, heading: 279.2°, speed: 26.3 km/h, dist: 0.614 km, relBearing: 350.7°
- id: 129051473105296, position: (706.8, 399.4) px, heading: 279.2°, speed: 26.3 km/h
  Other vessels:
    - id: 129051517574688, pos: (93.2,400.6) px, heading: 99.2°, speed: 26.3 km/h, dist: 0.614 km, relBearing: 350.7°","[
    {
        ""id"": 129051517574688,
        ""situation"": ""head-on"",
        ""role"": ""keep course and speed"",
        ""action"": ""alter course to starboard""
    },
    {
        ""id"": 129051473105296,
        ""situation"": ""head-on"",
        ""role"": ""keep course and speed"",
        ""action"": ""alter course to starboard""
    }
]"
3,4.63,"Red (ID: 129051517574688), Blue (ID: 129051473105296)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 129051517574688, position: (101.5, 401.9) px, heading: 99.0°, speed: 33.7 km/h
  Other vessels:
    - id: 129051473105296, pos: (698.5,398.1) px, heading: 279.0°, speed: 33.7 km/h, dist: 0.597 km, relBearing: 350.6°
- id: 129051473105296, position: (698.5, 398.1) px, heading: 279.0°, speed: 33.7 km/h
  Other vessels:
    - id: 129051517574688, pos: (101.5,401.9) px, heading: 99.0°, speed: 33.7 km/h, dist: 0.597 km, relBearing: 350.6°","[
    {
        ""id"": 129051517574688,
        ""situation"": ""head-on"",
        ""role"": ""give-way"",
        ""action"": ""alter course to starboard""
    },
    {
        ""id"": 129051473105296,
        ""situation"": ""head-on"",
        ""role"": ""give-way"",
        ""action"": ""alter course to starboard""
    }
]"
1,5.01,"Red (ID: 127934331628688), Blue (ID: 127934331624800)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 127934331628688, position: (105.4, 400.0) px, heading: 90.0°, speed: 36.5 km/h
  Other vessels:
    - id: 127934331624800, pos: (694.6,400.0) px, heading: 270.0°, speed: 36.5 km/h, dist: 0.589 km, relBearing: 0.0°
- id: 127934331624800, position: (694.6, 400.0) px, heading: 270.0°, speed: 36.5 km/h
  Other vessels:
    - id: 127934331628688, pos: (105.4,400.0) px, heading: 90.0°, speed: 36.5 km/h, dist: 0.589 km, relBearing: 0.0°","[
    {
        ""id"": 127934331628688,
        ""situation"": ""head-on"",
        ""role"": ""give-way vessel"",
        ""action"": ""alter course to starboard""
    },
    {
        ""id"": 127934331624800,
        ""situation"": ""head-on"",
        ""role"": ""give-way vessel"",
        ""action"": ""alter course to starboard""
    }
]"
2,10.02,"Red (ID: 127934331628688), Blue (ID: 127934331624800)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 127934331628688, position: (179.9, 412.1) px, heading: 99.9°, speed: 67.0 km/h
  Other vessels:
    - id: 127934331624800, pos: (620.1,387.9) px, heading: 279.9°, speed: 67.0 km/h, dist: 0.441 km, relBearing: 347.0°
- id: 127934331624800, position: (620.1, 387.9) px, heading: 279.9°, speed: 67.0 km/h
  Other vessels:
    - id: 127934331628688, pos: (179.9,412.1) px, heading: 99.9°, speed: 67.0 km/h, dist: 0.441 km, relBearing: 347.0°","[
    {
        ""id"": ""127934331628688"",
        ""situation"": ""head-on"",
        ""role"": ""give-way"",
        ""action"": ""alter course to starboard""
    },
    {
        ""id"": ""127934331624800"",
        ""situation"": ""head-on"",
        ""role"": ""give-way"",
        ""action"": ""alter course to starboard""
    }
]"
3,15.02,"Red (ID: 127934331628688), Blue (ID: 127934331624800)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 127934331628688, position: (271.7, 427.7) px, heading: 99.7°, speed: 67.0 km/h
  Other vessels:
    - id: 127934331624800, pos: (528.3,372.3) px, heading: 279.7°, speed: 67.0 km/h, dist: 0.263 km, relBearing: 338.1°
- id: 127934331624800, position: (528.3, 372.3) px, heading: 279.7°, speed: 67.0 km/h
  Other vessels:
    - id: 127934331628688, pos: (271.7,427.7) px, heading: 99.7°, speed: 67.0 km/h, dist: 0.263 km, relBearing: 338.1°","[
    {
        ""id"": 127934331628688,
        ""situation"": ""Crossing situation"",
        ""role"": ""Give-way vessel"",
        ""action"": ""Alter course to starboard to avoid collision""
    },
    {
        ""id"": 127934331624800,
        ""situation"": ""Crossing situation"",
        ""role"": ""Stand-on vessel"",
        ""action"": ""Maintain course and speed""
    }
]"
4,20.03,"Red (ID: 127934331628688), Blue (ID: 127934331624800)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 127934331628688, position: (363.3, 444.8) px, heading: 100.5°, speed: 67.0 km/h
  Other vessels:
    - id: 127934331624800, pos: (436.4,356.8) px, heading: 279.5°, speed: 67.0 km/h, dist: 0.114 km, relBearing: 299.2°
- id: 127934331624800, position: (436.4, 356.8) px, heading: 279.5°, speed: 67.0 km/h
  Other vessels:
    - id: 127934331628688, pos: (363.3,444.8) px, heading: 100.5°, speed: 67.0 km/h, dist: 0.114 km, relBearing: 300.2°","[
    {
        ""id"": 127934331628688,
        ""situation"": ""Crossing situation"",
        ""role"": ""Give-way vessel"",
        ""action"": ""Alter course to starboard or slow down""
    },
    {
        ""id"": 127934331624800,
        ""situation"": ""Crossing situation"",
        ""role"": ""Stand-on vessel"",
        ""action"": ""Maintain course and speed""
    }
]"
